sentence1,sentence2,score
"['slanted', 'bush']","['slant', 'bush']",4.4
"['wasnt', 'bollocks', 'wouldnt', 'homeopathy']","['thats', 'simple', 'logic', 'wasnt', 'bollocks', 'wouldnt', 'homeopathy']",4.8
"['ive', 'never', 'accused', 'overmilligraming', 'nothing']","['ive', 'never', 'accused', 'doctoring', 'baseball']",0.4
"['bailout', 'bigger', 'tarp', 'bloomberg', 'news']","['bailout', 'bigger', 'tarp', 'title', 'misleading']",3.8
"['parents', 'told', 'bad']","['officers', 'told', 'bad']",2.0
"['position', 'individuals', 'risk', 'assume']","['position', 'way', 'currently']",1.0
"['atlantic', 'requirements']","['pacific', 'requirements']",0.8
"['read', 'never', 'met', 'anyone', 'proabortion']","['never', 'met', 'anyone', 'proabortion']",4.8
"['problem', 'money']","['many', 'problems', 'men', 'way', 'many', 'state']",0.2
"['nixon', 'ford', 'carter', 'shut', 'oilfields']","['shut', 'oil', 'fields']",2.0
"['dont', 'want', 'president', 'cares']","['dont', 'want', 'president', 'charasmatic']",1.0
"['doesnt', 'braindead']","['dont', 'proposed', 'model']",0.0
"['missile', 'evidence']","['missile', 'witnesses']",3.2
"['teachers', 'told', 'bad']","['officers', 'told', 'bad']",2.2
"['gosh', 'im', 'one', 'pregnancy', 'ticker']","['pregnancy', 'ticker']",4.2
['omnipotent'],['malevolent'],1.4
"['tin', 'foil', 'hat', 'dog', 'face', 'size', 'u', 'wear']","['tin', 'foil', 'hat', 'sarg', 'size', 'u', 'wear']",3.0
"['like', 'year', 'old', 'shot', 'dead', 'marijuanarelated', 'crime']","['year', 'old', 'boy', 'shot', 'dead', 'automatic', 'weapons', 'marijuana', 'dealers']",4.2
"['leap', 'make', 'hit', 'youre', 'getting', 'penalty']","['stick', 'hits', 'guy', 'face', 'youre', 'getting', 'penalty']",2.6
"['electrical', 'energy', 'comes', 'battery']","['electrical', 'energy', 'ultimately', 'comes', 'alternator']",2.4
"['know', 'many', 'passengers', 'testified', 'said']","['many', 'passengers', 'said', 'saw', 'iceberg']",2.4
"['imagine', 'place', 'men', 'women']","['imagine', 'place', 'thats', 'white', 'black']",1.6
"['scenario', 'assumes', 'co', 'growth', 'rate', 'accelerates', 'yr']","['assumes', 'methane', 'growth', 'rate', 'accelerates', 'yr']",1.75
"['actually', 'showed', 'cooling', 'trend', 'since', 'due', 'recent', 'decline']","['get', 'cooling', 'trend', 'recent', 'decline']",4.6
"['vessels', 'filled', 'many', 'wonders']","['landon', 'memory', 'cats', 'vessels', 'filled', 'many', 'wonders']",3.0
"['repeat', 'sovereign']",['sovereign'],4.5
"['touch', 'completely', 'untrustworthy', 'however', 'wouldnt']","['touch', 'untrustworthy']",4.25
"['mostly', 'dutch']","['fact', 'dutch']",3.6
"['talking', 'angels', 'common', 'pins', 'right']","['lustig', 'andrei', 'talking', 'angels', 'common', 'pins', 'right']",4.8
"['claims', 'trayvons', 'character']","['slanted', 'blogs']",2.6
"['much', 'money', 'pp', 'take', 'abortion', 'services']","['much', 'spent', 'abortions', 'services']",2.6
"['transaction', 'take', 'place']","['transaction', 'take', 'place']",2.4
"['egg', 'cell', 'postfertilization']","['sperm', 'cell']",2.4
"['lacey', 'welcome', 'back']","['anyway', 'welcome', 'back']",4.0
"['factchecking', 'dont', 'know', 'anyone', 'making', 'fuss', 'bet']","['dont', 'know', 'anyone', 'making', 'fuss', 'bet']",4.4
"['havent', 'made', 'claims', 'say']","['havent', 'made', 'claims']",2.4
"['thatcherite', 'ever', 'call', 'libertarian']","['ergo', 'offends', 'thatcherites', 'call', 'libertarian']",2.4
"['problem', 'isnt', 'money']","['problem', 'doesnt', 'money']",2.46666666666667
"['actually', 'believe', 'iceberg', 'waters']","['dont', 'believe', 'iceberg', 'anywhere', 'near', 'titanic']",2.8
"['astros', 'orioles', 'bad', 'gameday', 'orioles', 'game', 'frozen']","['gameday', 'orioles', 'game', 'frozen']",3.0
"['alot', 'cops', 'take', 'presciption', 'drugs']","['alot', 'inventors', 'writers', 'take', 'prescription', 'drugs']",2.4
"['tell', 'us', 'charges']","['yes', 'charges']",4.0
"['partial', 'psychopaths']","['ted', 'bundy', 'partial', 'psychopath']",1.8
"['ignore', 'history', 'doomed', 'repeat']","['ooo', 'strike', 'two', 'ignore', 'history', 'doomed', 'repeat']",4.2
"['war', 'deployment']","['official', 'deployment']",2.4
"['nutrax', 'plural', 'anecdote', 'data', 'gentlemen', 'need', 'chaperones']","['nutrax', 'plural', 'anecdote', 'data']",3.6
"['alright', 'got']","['well', 'alright', 'got']",4.0
"['h', 'read', 'books', 'thought', 'movie', 'moved', 'quickly']","['havent', 'read', 'books', 'saw', 'movie', 'today']",3.0
"['thats', 'moloch', 'scene', 'though']","['moloch', 'scene']",2.4
"['lustig', 'andrei', 'lyndon', 'johnson', 'john', 'kennedy', 'compatible']","['edgarblythe', 'lyndon', 'johnson', 'john', 'kennedy', 'compatible']",4.4
"['need', 'make', 'mind']","['need', 'polish', 'logic', 'skills']",0.6000000000000001
"['one', 'walks', 'home', 'afterwards', 'goes', 'sleep']","['one', 'three', 'walks', 'home', 'beats', 'wife']",1.4
"['admin', 'drpizza', 'id', 'forgotten', 'whiny', 'little', 'bed', 'wetter']","['id', 'forgotten', 'whiny', 'little', 'bed', 'wetter']",3.8
"['argument', 'albert', 'einstein', 'didnt', 'go', 'college']","['omg', 'einstein', 'didnt', 'go', 'college']",4.2
"['capital', 'gains', 'top', 'rate', 'percent']","['income', 'tax', 'top', 'rate', 'percent']",2.4
"['bienging', 'unaccptable']","['drunk', 'unacceptable']",1.0
"['hasnt', 'funny', 'years']","['hasnt', 'funny', 'since', 'larry', 'bud', 'melman', 'show']",3.4
"['universe', 'explanation', 'existence', 'explanation', 'god']","['therefore', 'universe', 'explanation', 'existence']",2.4
"['get', 'return', 'fighting']","['get', 'return', 'fighting']",5.0
"['wouldnt', 'stop', 'joke', 'marriages']","['dont', 'fight', 'marriage']",1.2
"['jews', 'would', 'call', 'jews']","['catholics', 'would', 'call', 'catholics']",2.2
"['great', 'lady']","['nice', 'lady']",4.0
"['hes', 'wealthy', 'hes', 'successful']","['hate', 'people', 'successful']",0.8
['irritated'],"['seem', 'irritated', 'henry']",1.75
"['common', 'sensedeductive', 'reasoning', 'thing']","['hilited', 'common', 'sensedeductive', 'reasoning', 'thing']",2.5
"['already', 'muslim', 'office', 'right']","['cryptolutheran', 'christian', 'office', 'right']",0.8
"['said', 'ever', 'part', 'workforce']","['ann', 'romney', 'never', 'get', 'part', 'workforce']",3.4
"['dreamtech', 'never', 'ejaculated', 'far', 'know']","['never', 'ejaculated', 'far', 'know']",3.0
"['didnt', 'say', 'gotten', 'soft', 'since', 'rand']","['said', 'gotten', 'soft']",1.2
"['believe', 'getting', 'expect']","['times', 'time', 'getting', 'expect']",3.8
"['despicable', 'ben', 'stop', 'trying', 'find', 'excuses', 'man']","['ben', 'stop', 'trying', 'find', 'excuses', 'man']",4.4
"['unless', 'different', 'different', 'countries']","['short', 'form', 'yes', 'probably', 'different', 'different', 'countries']",3.6
"['new', 'study', 'support', 'claim']","['physical', 'evidence', 'support', 'claim']",2.2
"['said', 'every', 'level']","['said', 'every', 'level']",4.6
"['morals', 'exist', 'technically', 'nothing', 'morally', 'wrong']","['ask', 'god', 'exist', 'anything', 'morally', 'wrong']",2.2
"['thought', 'mostly', 'dutch']","['mostly', 'dutch']",4.0
"['toyland', 'johnny', 'mathis', 'vessels', 'filled', 'many', 'wonders']","['eye', 'tiger', 'vessels', 'filled', 'many', 'wonders']",3.2
"['lets', 'let', 'play', 'court']","['nothing', 'stopping', 'thing', 'playing', 'court']",3.8
"['gang', 'isnt', 'crime']","['commiting', 'crime', 'gang', 'crime']",1.8
"['id', 'offer', 'iran', 'deal']","['chuck', 'id', 'offer', 'iran', 'deal']",4.2
"['yes', 'different']","['opinions', 'different']",1.2
"['imposing', 'morals']","['imposing', 'law']",1.1
"['annie', 'ever', 'used', 'sexuality', 'like']","['one', 'word', 'zombies', 'annie', 'ever', 'used', 'sexuality', 'like']",3.8
"['pure', 'communism', 'two', 'cows']","['libertariananarchocapitalism', 'two', 'cows']",2.4
"['put', 'scientists', 'pedestal']","['people', 'like', 'put', 'scientist', 'pedestal']",3.4
"['trying', 'hide']","['asked', 'trying', 'hide']",3.6
"['would', 'make', 'partially', 'responsible', 'death']","['would', 'make', 'sort', 'accessory', 'think']",3.0
"['would', 'like', 'pay', 'others', 'health', 'care']","['would', 'like', 'wear', 'seatbelt']",0.0
['sovereign'],"['repeat', 'sovereign']",4.4
"['dont', 'see', 'obama', 'lesser', 'two', 'evils']","['dont', 'see', 'evil']",2.0
"['one', 'jim', 'croce', 'vessels', 'filled', 'many', 'wonders']","['vessels', 'filled', 'many', 'wonders']",3.2
"['point', 'unarmed', 'child', 'murdered']","['point', 'unarmed', 'child', 'murdered', 'black']",3.4
"['zimmerman', 'replied']","['martin', 'said', 'following']",0.9
"['irreligion', 'problem']","['religion', 'doesnt', 'dont', 'problem']",1.6
"['im', 'angry', 'show', 'one', 'scans']","['im', 'hyper', 'active', 'show', 'one', 'scans']",3.2
"['want', 'buy', 'billion', 'xyz', 'inc', 'common', 'stock', 'cares']","['want', 'buy', 'house', 'suv', 'cares']",1.4
"['billion', 'everyone', 'world', 'mexicos', 'current', 'prosperity', 'level']","['everyone', 'world', 'current', 'prosperity', 'level', 'northwest', 'africa']",1.53333333333333
"['answer', 'yes', 'probably', 'straight']","['answer', 'yes', 'probably', 'straight']",3.1
"['sometimes', 'fantasize', 'power']","['sometimes', 'fantasise', 'bending', 'people', 'demented']",4.2
"['parents', 'told', 'bad']","['sheriff', 'told', 'bad']",2.8
"['atlas', 'shrugged', 'also', 'stellar', 'performer', 'terms', 'blithering', 'idiocy']","['also', 'stellar', 'performer', 'terms', 'blithering', 'idiocy']",3.6
"['would', 'martin', 'know', 'case']","['would', 'martin', 'anyone', 'else', 'know', 'intentions', 'based', 'actions']",2.4
"['regulation', 'get', 'government', 'everything']","['get', 'government', 'everything']",2.4
"['common', 'sensedeductive', 'reasoning', 'thing']","['hilited', 'common', 'sensedeductive', 'reasoning', 'thing']",2.5
"['yes', 'ive', 'assumed', 'packaging', 'would', 'recyclable', 'argument']","['ive', 'assumed', 'well', 'argument']",2.8
"['jury', 'nullification', 'mean', 'law', 'unconstuitutional']","['jury', 'nullification', 'means', 'law', 'isnt', 'constitutional']",3.6
"['bunch', 'cells']","['im', 'bunch', 'cells']",2.2
"['manns', 'work', 'math']","['manns', 'work', 'hs', 'tree', 'rings']",1.6
"['im', 'sorry', 'hear', 'kelly']","['im', 'sorry', 'kelly']",4.0
"['dont', 'like', 'flavored', 'beers']","['dont', 'like', 'many', 'flavored', 'drinks']",3.0
"['hope', 'everything', 'ok']","['hope', 'lo', 'ok']",1.6
"['woman', 'wants', 'birth', 'control', 'get']","['woman', 'wants', 'abortion', 'get', 'one']",1.6
"['wish', 'see', 'hitler', 'killing', 'jews']","['see', 'hitler', 'killing', 'jews']",4.6
"['im', 'friend', 'mitt']","['good', 'friend', 'mitt']",4.0
"['means', 'option']","['doesnt', 'mean', 'bad', 'option']",1.6
"['think', 'need', 'reread', 'wrote']","['need', 'reread', 'wrote']",5.0
"['lets', 'assume', 'white', 'black']","['imagine', 'place', 'thats', 'white', 'black']",3.77777777777778
"['mom', 'busted', 'said', 'whats', 'noise']","['kids', 'busted', 'said', 'whats', 'dad']",1.8
"['best', 'kutte', 'exfiance', 'wouldnt', 'use', 'va', 'navy', 'doctors']","['jay', 'exfiance', 'wouldnt', 'use', 'va', 'navy', 'doctors']",3.6
"['holder', 'filed', 'threepage', 'letter']","['judges', 'orders', 'threepage', 'letter', 'filed']",2.8
"['lustig', 'andrei', 'lustig', 'agreed']","['lustig', 'andrei', 'thank', 'lustig']",2.2
"['eclipses', 'old', 'record', 'set']","['breaks', 'daily', 'record', 'set']",4.8
"['zimmerman', 'replied']","['martin', 'said', 'following']",0.9
"['dont', 'know', 'legitimate', 'heard', 'hes', 'kind', 'suicidal']","['dont', 'know', 'legitimate', 'yeah']",1.6
"['council', 'tax', 'hasnt', 'council', 'tax', 'frozen', 'people']","['hasnt', 'council', 'tax', 'frozen', 'people']",4.8
"['schtick', 'getting', 'stale']","['misogyny', 'getting', 'messy']",0.4
['works'],"['nah', 'thats', 'works']",1.6
"['breathe', 'breathe', 'move']","['buwhahahaha', 'breathe', 'breathe', 'move']",4.4
"['wait', 'become', 'consistent', 'closer', 'together']","['wait', 'contractions', 'get', 'stronger', 'closer', 'together']",3.8
"['obama', 'extreme', 'leftwing']","['obama', 'part', 'extreme', 'leftwing']",4.8
"['frank', 'apisa', 'want', 'call']","['cyracuz', 'want', 'call']",2.5
"['jury', 'nullification', 'nothing', 'constitutionality', 'laws']","['jury', 'nullification', 'means', 'law', 'isnt', 'constitutional']",2.6
"['conviction', 'talking']","['conviction', 'would']",4.4
"['actually', 'read', 'op', 'guess', 'found']","['furthermore', 'found', 'actually', 'read', 'op', 'guess', 'found']",4.6
"['government', 'determine', 'married']","['government', 'doesnt', 'declare', 'married', 'married']",3.6
"['democracy', 'threat', 'liberty']","['democracy', 'nothing', 'liberty']",1.8
"['hi', 'pro', 'corn', 'many', 'threads', 'plan', 'making']","['many', 'threads', 'plan', 'making']",4.0
"['tell', 'exactly', 'system', 'isnt', 'working', 'right']","['system', 'isnt', 'working', 'us']",4.0
"['oh', 'asserts', 'marriage', 'fundamental', 'human', 'right']","['particularly', 'stating', 'marriage', 'fundamental', 'human', 'right']",4.0
"['russians', 'damascus']","['russians', 'damascus']",4.2
"['yes', 'dilution']","['er', 'thats', 'dilution', 'works']",1.8
"['yeah', 'dont', 'think', 'controversial', 'either']","['dont', 'think', 'shes', 'saying', 'controversial']",3.8
"['operation', 'chaos', 'merely', 'people', 'voting']","['chaos', 'merely', 'people', 'voting']",4.0
"['originally', 'posted', 'jond', 'doubtful']","['originally', 'posted', 'eleanorellis']",1.2
"['classical', 'gas', 'vessels', 'filled', 'many', 'wonders']","['theme', 'song', 'cheers', 'vessels', 'filled', 'many', 'wonders']",3.0
"['repeat', 'sovereign']",['sovereign'],4.5
"['morals', 'absolutely', 'nothing']","['morals', 'honesty', 'everything']",2.0
"['conversations', 'cornell', 'west', 'dear', 'brother']","['conversations', 'cornell', 'west', 'hell']",3.0
"['war', 'middle', 'east']","['war', 'middle', 'east']",4.6
"['intention', 'apprehending']","['didnt', 'say', 'planned', 'apprehending']",2.4
"['vessels', 'filled', 'many', 'wonders']","['put', 'little', 'love', 'heart', 'vessels', 'filled', 'many', 'wonders']",3.6
"['youre', 'bunch', 'cells']","['im', 'bunch', 'cells']",2.4
"['girl', 'douche']","['girl', 'douche']",1.4
"['jury', 'nullification', 'means', 'law', 'isnt', 'constitutional']","['jury', 'nullification', 'mean', 'law', 'unconstuitutional']",2.0
"['definitely', 'used']","['voted', 'voted', 'definitely', 'used']",4.0
"['onus', 'manufacturer', 'product', 'convince', 'consumers', 'safe']","['manufacturer', 'convince', 'government', 'safe']",3.4
"['think', 'missing', 'point', 'entrepreneurs']","['think', 'missing', 'point', 'twain', 'quote']",0.8
"['cyclopes', 'dont', 'exist', 'fine']","['goblins', 'dont', 'exist', 'fine']",1.6
"['mental', 'illness', 'teaching']","['stated', 'mental', 'illness', 'bigotry']",1.6
"['landon', 'christmas', 'vessels', 'filled', 'many', 'wonders']","['play', 'fire', 'vessels', 'filled', 'many', 'wonders']",1.8
"['bush', 'gets', 'zero', 'credit', 'budget']","['obama', 'gets', 'zero', 'credit', 'budget']",1.8
"['sinful', 'people', 'get', 'heaven']","['sin', 'removed', 'upon', 'entry', 'heaven']",1.8
"['long', 'obliteration', 'kid', 'return', 'school']","['long', 'obliteration', 'longer', 'bother', 'kid']",3.0
"['holly', 'holy', 'vessels', 'filled', 'many', 'wonders']","['say', 'vessels', 'filled', 'many', 'wonders']",3.8
"['answer', 'chicago']","['response', 'california']",1.2
"['entire', 'thing', 'makes', 'sense']","['see', 'makes', 'sense']",4.2
"['supposedly', 'operated', 'homicidal', 'gas', 'chambers']","['refresh', 'memory', 'supposedly', 'operated', 'homicidal', 'gas', 'chambers']",4.8
"['therefore', 'explanation', 'existence', 'universe', 'god']","['universe', 'explanation', 'existence', 'explanation', 'god']",3.6
"['genetic', 'predisposition', 'cancer', 'resistance', 'superior', 'genetics']","['genetic', 'predisposition', 'alzheimer', 'inferior', 'genetics']",1.4
"['notice', 'nonsensical', 'things', 'saying']","['fair', 'notice', 'nonsensical', 'things', 'saying']",4.57142857142857
"['use', 'force', 'defense', 'persona']","['use', 'force', 'aggressor']",1.2
"['thats', 'data', 'available', 'shows']","['thats', 'historical', 'record', 'shows']",3.6
"['joy', 'world', 'vessels', 'filled', 'many', 'wonders']","['theme', 'song', 'cheers', 'vessels', 'filled', 'many', 'wonders']",3.0
"['thought', 'mostly', 'dutch']","['fact', 'dutch']",2.6
"['ive', 'watched', 'kids', 'play']","['like', 'watching', 'kids', 'play']",2.2
"['david', 'omsigdavid', 'think', 'santorums', 'likely', 'gingrich']","['sozobe', 'think', 'santorums', 'likely', 'gingrich']",4.8
"['theyre', 'looking']","['looking', 'like']",2.8
"['driving', 'one']","['driving', 'fucking', 'volt']",2.6
"['religion', 'problem']","['irreligion', 'doesnt', 'dont', 'problem']",1.4
"['think', 'hed', 'better', 'american', 'business', 'interests', 'overall']","['would', 'better', 'american', 'society']",1.6
"['constitutional', 'issue']","['constitutional', 'issue']",4.4
"['foolsbought', 'coveruphook']","['hi', 'eots', 'foolsbought', 'coveruphook']",4.2
"['pressing', 'number', 'one']","['pressing', 'number', 'one', 'english']",1.6
"['conviction', 'would']","['conviction', 'talking']",4.4
"['originally', 'posted', 'spikdboy', 'wishful', 'thinking', 'rather', 'realistic']","['originally', 'posted', 'objectivism', 'wishful', 'thinking', 'rather', 'realistic']",3.8
"['trillionth', 'time', 'ive', 'never', 'said', 'rehabilitation', 'doesnt', 'work']","['point', 'quote', 'say', 'never', 'said', 'rehabilitation', 'could', 'never', 'work']",3.4
"['charlie', 'rangel', 'censured', 'anyone', 'see', 'footage']","['anyone', 'see', 'footage']",3.0
"['red', 'october', 'standing']","['red', 'fox', 'standing']",2.0
"['thats', 'legal', 'briefs', 'written']","['isnt', 'legal', 'reasoning', 'works']",3.2
"['none', 'factors', 'account', 'recent', 'warming']","['dont', 'know', 'factors', 'account', 'warming']",3.0
"['stone', 'notified', 'captain', 'lord']","['notified', 'captain', 'lord']",3.4
"['primary', 'focus', 'systematic', 'dialectics', 'syn', 'chronic', 'dia', 'chronic']","['thus', 'meta', 'system', 'atic', 'dialectic', 'diachronico', 'synchronic', 'dialectic']",2.2
"['driving', 'one']","['driving', 'fucking', 'volt']",2.6
